cik,name,event_date,form,accession,route,confirm_detail
0001860484,Relativity Acquisition Corp,2023-04-25,8-K,0001213900-23-032200,A,8k-text:merger:1;via-primary
0001860484,Relativity Acquisition Corp,2023-08-14,8-K,0001213900-23-066518,A,8k-text:merger:1;via-primary
0001860484,Relativity Acquisition Corp,2024-02-20,8-K,0001213900-24-015374,A,8k-text:merger:1;via-primary
0001860484,Relativity Acquisition Corp,2025-03-04,8-K,0001213900-25-019745,A,8k-text:merger:2;target:2;acquirer:1;defence:1;via-primary
0001860514,Roth CH Acquisition Co.,2023-01-30,8-K,0001829126-23-001107,A,8k-text:merger:1;via-primary
0001860514,Roth CH Acquisition Co.,2023-03-29,8-K,0001829126-23-002376,A,8k-text:merger:1;via-primary
0001860514,Roth CH Acquisition Co.,2025-01-29,8-K,0001829126-25-000486,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001860514,Roth CH Acquisition Co.,2025-05-28,8-K,0001829126-25-003979,A,8k-text:merger:1;via-primary
0001860514,Roth CH Acquisition Co.,2025-10-20,8-K,0001829126-25-008256,A,8k-text:merger:1;via-primary
0001861449,"Bird Global, Inc.",2021-11-09,8-K,0001193125-21-324663,A,8k-text:merger:1;target:1;acquirer:2;defence:1;via-primary
0001862068,"Rubicon Technologies, Inc.",2021-12-17,8-K,0001829126-21-016700,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001862068,"Rubicon Technologies, Inc.",2022-08-19,8-K,0001829126-22-016045,A,8k-text:merger:4;target:2;acquirer:1;defence:2;nonmerger:2;via-primary
0001863990,"Infrared Cameras Holdings, Inc.",2023-06-28,8-K,0001104659-23-075784,A,8k-text:merger:1;via-primary
0001863990,"Infrared Cameras Holdings, Inc.",2023-09-20,8-K,0001104659-23-102012,A,8k-text:merger:1;via-primary
0001863990,"Infrared Cameras Holdings, Inc.",2024-03-07,8-K,0001104659-24-031696,A,8k-text:merger:1;via-primary
0001864531,"VSEE HEALTH, INC.",2022-06-16,8-K,0001104659-22-071799,A,8k-text:merger:1;target:2;acquirer:2;defence:1;via-primary
0001864531,"VSEE HEALTH, INC.",2024-04-18,8-K,0001104659-24-048477,A,8k-text:merger:1;via-primary
0001864531,"VSEE HEALTH, INC.",2024-06-28,8-K,0001104659-24-076308,A,8k-text:merger:1;target:1;acquirer:2;defence:1;via-primary
0001865191,TG Venture Acquisition Corp.,2023-05-10,8-K,0001731122-23-000859,A,8k-text:merger:1;via-primary
0001865191,TG Venture Acquisition Corp.,2023-08-11,8-K,0001731122-23-001437,A,8k-text:merger:1;via-primary
0001865200,"Angel Studios, Inc.",2024-09-11,8-K,0001104659-24-098809,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001865200,"Angel Studios, Inc.",2025-09-16,8-K,0001104659-25-090427,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0001865200,"Angel Studios, Inc.",2025-11-20,8-K,0001104659-25-114664,A,8k-text:merger:3;target:2;acquirer:3;nonmerger:1;via-primary
0001865200,"Angel Studios, Inc.",2026-02-23,8-K,0001865200-26-000016,A,8k-text:merger:1;via-primary
0001865248,Capitalworks Emerging Markets Acquisition Corp,2023-05-16,8-K,0001104659-23-061388,A,8k-text:merger:1;via-primary
0001865248,Capitalworks Emerging Markets Acquisition Corp,2024-03-25,8-K,0001104659-24-038038,A,8k-text:merger:1;via-primary
0001865248,Capitalworks Emerging Markets Acquisition Corp,2026-04-20,8-K,0001477932-26-002395,A,8k-text:merger:3;via-primary
0001865407,Kensington Capital Acquisition Corp. V,2023-04-07,8-K,0001193125-23-094610,A,8k-text:merger:2;target:1;acquirer:1;defence:1;via-primary
0001865506,Zeo Energy Corp.,2024-03-12,8-K,0001193125-24-065933,A,8k-text:merger:1;via-primary
0001865602,"Cantor Equity Partners, Inc.",2025-07-29,8-K,0001213900-25-068458,A,8k-text:merger:1;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2023-06-16,8-K,0001213900-23-049388,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2023-10-16,8-K,0001013762-23-003929,A,8k-text:merger:1;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2024-07-12,8-K,0001213900-24-060788,A,8k-text:merger:1;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2024-07-19,8-K,0001213900-24-062731,A,8k-text:merger:1;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2024-08-01,8-K,0001213900-24-064164,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2024-11-13,8-K,0001213900-24-097565,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2025-02-14,8-K,0001213900-25-014373,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2025-06-13,8-K,0001213900-25-054091,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2025-08-05,8-K,0001213900-25-072091,A,8k-text:merger:3;via-primary
0001866226,Welsbach Technology Metals Acquisition Corp.,2026-01-05,8-K,0001213900-26-000716,A,8k-text:merger:1;via-primary
0001866547,Aetherium Acquisition Corp,2024-03-07,8-K,0001493152-24-009167,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001866550,"Thoughtworks Holding, Inc.",2024-08-05,8-K,0001213900-24-065016,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001866550,"Thoughtworks Holding, Inc.",2024-11-13,8-K,0001213900-24-097457,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001868419,Western Acquisition Ventures Corp.,2023-01-17,8-K,0001104659-23-004275,A,8k-text:merger:1;via-primary
0001868419,Western Acquisition Ventures Corp.,2024-12-31,8-K,0001104659-24-132922,A,8k-text:merger:3;via-primary
0001868419,Western Acquisition Ventures Corp.,2026-05-26,8-K,0001868419-26-000032,A,8k-text:merger:3;via-primary
0001868640,Roadzen Inc.,2023-02-15,8-K,0001193125-23-039456,A,8k-text:merger:4;target:1;acquirer:3;via-primary
0001868640,Roadzen Inc.,2023-05-25,8-K,0001193125-23-154361,A,8k-text:merger:1;via-primary
0001868640,Roadzen Inc.,2023-06-30,8-K,0001193125-23-180023,A,8k-text:merger:3;via-primary
0001868640,Roadzen Inc.,2023-09-26,8-K,0001193125-23-242523,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:1;via-primary
0001868912,"Enfusion, Inc.",2025-01-13,8-K,0001104659-25-002843,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001869824,Seaport Global Acquisition II Corp.,2023-07-14,8-K,0001104659-23-081218,A,8k-text:merger:3;via-primary
0001869974,"Ocean Biomedical, Inc.",2022-07-19,8-K,0001493152-22-019839,A,8k-text:merger:3;via-primary
0001869974,"Ocean Biomedical, Inc.",2023-02-15,8-K,0001493152-23-005096,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:3;via-primary
0001870404,PHOENIX BIOTECH ACQUISITION CORP.,2023-12-11,8-K,0001213900-23-094779,A,8k-text:merger:1;via-primary
0001871638,"Blaize Holdings, Inc.",2023-12-29,8-K,0001104659-23-130196,A,8k-text:merger:4;target:2;acquirer:1;defence:1;via-primary
0001871638,"Blaize Holdings, Inc.",2024-05-01,8-K,0001104659-24-055651,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:1;via-primary
0001871638,"Blaize Holdings, Inc.",2024-12-31,8-K,0001104659-24-132802,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001871638,"Blaize Holdings, Inc.",2025-01-08,8-K,0001104659-25-001763,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001871638,"Blaize Holdings, Inc.",2025-01-17,8-K,0001193125-25-008517,A,8k-text:merger:3;target:1;acquirer:2;defence:1;via-primary
0001872356,"Molekule Group, Inc.",2022-10-04,8-K,0001104659-22-105531,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001872356,"Molekule Group, Inc.",2023-02-27,8-K,0001104659-23-025536,A,8k-text:merger:2;via-primary
0001873923,Orion Properties Inc.,2021-11-15,8-K,0001104659-21-138494,A,8k-text:merger:3;target:1;acquirer:2;nonmerger:3;via-primary
0001874495,Forbion European Acquisition Corp.,2023-05-17,8-K,0001193125-23-146531,A,8k-text:merger:2;via-primary
0001874944,"Vacasa, Inc.",2025-03-18,8-K,0001140361-25-009124,A,8k-text:merger:3;via-primary
0001874944,"Vacasa, Inc.",2025-03-28,8-K,0001140361-25-010956,A,8k-text:merger:3;via-primary
0001877557,Integrated Wellness Acquisition Corp,2023-02-16,8-K,0001104659-23-022900,A,8k-text:merger:3;via-primary
0001877557,Integrated Wellness Acquisition Corp,2024-06-05,8-K,0001104659-24-068742,A,8k-text:merger:2;via-primary
0001877939,"Castellum, Inc.",2024-02-23,8-K,0001877939-24-000011,A,8k-text:merger:2;via-primary
0001878074,Blue World Acquisition Corp,2024-01-02,8-K,0001213900-24-000245,A,8k-text:merger:3;via-primary
0001878074,Blue World Acquisition Corp,2024-02-06,8-K,0001213900-24-010534,A,8k-text:merger:3;via-primary
0001878074,Blue World Acquisition Corp,2024-03-08,8-K,0001213900-24-020874,A,8k-text:merger:3;via-primary
0001878074,Blue World Acquisition Corp,2024-07-08,8-K,0001213900-24-059668,A,8k-text:merger:3;via-primary
0001879373,GRAPHJET TECHNOLOGY,2023-01-17,8-K,0001493152-23-001533,A,8k-text:merger:1;via-primary
0001879851,TMT Acquisition Corp.,2024-08-08,8-K,0001493152-24-030822,A,8k-text:merger:3;via-primary
0001879851,TMT Acquisition Corp.,2024-08-15,8-K,0001493152-24-032548,A,8k-text:merger:3;via-primary
0001879851,TMT Acquisition Corp.,2024-09-30,8-K,0001493152-24-038818,A,8k-text:merger:3;via-primary
0001879851,TMT Acquisition Corp.,2024-09-30,8-K,0001493152-24-038821,A,8k-text:merger:2;via-primary
0001879851,TMT Acquisition Corp.,2024-10-23,8-K,0001493152-24-042225,A,8k-text:merger:3;via-primary
0001880343,"Fresh Vine Wine, Inc.",2024-01-29,8-K,0001213900-24-007433,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001880343,"Fresh Vine Wine, Inc.",2024-11-07,8-K,0001554795-24-000272,A,8k-text:merger:1;via-primary
0001880343,"Fresh Vine Wine, Inc.",2025-02-12,8-K,0001554795-25-000034,A,8k-text:merger:1;via-primary
0001881462,Spree Acquisition Corp. 1 Ltd,2023-01-25,8-K,0001213900-23-005109,A,8k-text:merger:1;via-primary
0001881487,ProFrac Holding Corp.,2022-06-24,8-K,0001193125-22-180848,A,8k-text:merger:3;via-primary
0001881551,Solidion Technology Inc.,2023-08-25,8-K,0001213900-23-070972,A,8k-text:merger:1;via-primary
0001881551,Solidion Technology Inc.,2023-12-13,8-K,0001213900-23-095232,A,8k-text:merger:1;via-primary
0001881551,Solidion Technology Inc.,2025-10-15,8-K,0001213900-25-099229,A,8k-text:merger:1;via-primary
0001882464,Metal Sky Star Acquisition Corp,2023-10-10,8-K,0001829126-23-006507,A,8k-text:merger:3;via-primary
0001882963,AIB Acquisition Corp,2024-07-24,8-K,0001013762-24-000715,A,8k-text:merger:1;via-primary
0001883814,"Southland Holdings, Inc.",2022-05-25,8-K,0001829126-22-011866,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001883814,"Southland Holdings, Inc.",2023-02-14,8-K,0001829126-23-001536,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001883984,Clean Earth Acquisitions Corp.,2023-04-18,8-K,0001104659-23-046821,A,8k-text:merger:1;via-primary
0001883984,Clean Earth Acquisitions Corp.,2023-05-30,8-K,0001104659-23-065727,A,8k-text:merger:1;via-primary
0001883984,Clean Earth Acquisitions Corp.,2023-07-26,8-K,0001104659-23-084273,A,8k-text:merger:1;via-primary
0001883984,Clean Earth Acquisitions Corp.,2023-11-16,8-K,0001104659-23-119173,A,8k-text:merger:1;via-primary
0001883984,Clean Earth Acquisitions Corp.,2023-12-04,8-K,0001104659-23-123024,A,8k-text:merger:2;via-primary
0001884516,Drilling Tools International Corp,2023-02-14,8-K,0001104659-23-020480,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001884516,Drilling Tools International Corp,2023-06-09,8-K,0001104659-23-069995,A,8k-text:merger:3;via-primary
0001884516,Drilling Tools International Corp,2024-08-06,8-K,0001193125-24-194343,A,8k-text:merger:3;via-primary
0001884697,"Starry Group Holdings, Inc.",2022-04-01,8-K,0001193125-22-093852,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:3;via-primary
0001885336,"FORMATION MINERALS, INC.",2024-02-13,8-K,0001213900-24-012728,A,8k-text:merger:3;via-primary
0001885336,"FORMATION MINERALS, INC.",2024-05-13,8-K,0001213900-24-041960,A,8k-text:merger:3;via-primary
0001889123,"Fold Holdings, Inc.",2024-07-25,8-K,0001013762-24-001152,A,8k-text:merger:4;target:1;acquirer:1;via-primary
0001889123,"Fold Holdings, Inc.",2024-10-25,8-K,0001213900-24-090808,A,8k-text:merger:1;via-primary
0001889123,"Fold Holdings, Inc.",2024-11-04,8-K,0001213900-24-094203,A,8k-text:merger:1;via-primary
0001889123,"Fold Holdings, Inc.",2024-12-18,8-K,0001213900-24-109953,A,8k-text:merger:1;via-primary
0001889668,Owl Rock Technology Finance Corp. II,2024-11-13,8-K,0001193125-24-257201,A,8k-text:merger:3;via-primary
0001892922,Mars Acquisition Corp.,2024-06-04,8-K,0001104659-24-068310,A,8k-text:merger:1;via-primary
0001893219,Atlantic Coastal Acquisition Corp. II,2024-01-19,8-K,0001193125-24-011224,A,8k-text:merger:1;via-primary
0001893219,Atlantic Coastal Acquisition Corp. II,2024-05-31,8-K,0001193125-24-151928,A,8k-text:merger:1;via-primary
0001893219,Atlantic Coastal Acquisition Corp. II,2024-09-04,8-K,0001193125-24-213240,A,8k-text:merger:1;via-primary
0001893219,Atlantic Coastal Acquisition Corp. II,2024-11-08,8-K,0001193125-24-253672,A,8k-text:merger:1;via-primary
0001894057,Papaya Growth Opportunity Corp. I,2023-04-18,8-K,0001104659-23-046735,A,8k-text:merger:1;via-primary
0001894057,Papaya Growth Opportunity Corp. I,2025-10-02,8-K,0001104659-25-096145,A,8k-text:merger:1;via-primary
0001894057,Papaya Growth Opportunity Corp. I,2025-12-17,8-K,0001104659-25-122062,A,8k-text:merger:1;via-primary
0001894176,Cohen Circle Acquisition Corp. I,2025-03-18,8-K,0001213900-25-024774,A,8k-text:merger:2;via-primary
0001894176,Cohen Circle Acquisition Corp. I,2025-04-02,8-K,0001213900-25-028067,A,8k-text:merger:1;via-primary
0001894176,Cohen Circle Acquisition Corp. I,2025-06-27,8-K,0001213900-25-059027,A,8k-text:merger:1;via-primary
0001894176,Cohen Circle Acquisition Corp. I,2025-07-15,8-K,0001213900-25-064281,A,8k-text:merger:1;via-primary
0001894525,"Apimeds Pharmaceuticals US, Inc.",2025-12-02,8-K,0001213900-25-117173,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001895144,Golden Star Acquisition Corp,2024-04-03,8-K,0001829126-24-002184,A,8k-text:merger:1;via-primary
0001895144,Golden Star Acquisition Corp,2024-07-01,8-K,0001493152-24-025723,A,8k-text:merger:1;via-primary
0001895249,"ConnectM Technology Solutions, Inc.",2023-01-03,8-K,0001104659-23-000109,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001895249,"ConnectM Technology Solutions, Inc.",2023-10-16,8-K,0001104659-23-109400,A,8k-text:merger:3;via-primary
0001895249,"ConnectM Technology Solutions, Inc.",2024-04-12,8-K,0001104659-24-046756,A,8k-text:merger:4;via-primary
0001895249,"ConnectM Technology Solutions, Inc.",2024-05-07,8-K,0001104659-24-057994,A,8k-text:merger:1;via-primary
0001895249,"ConnectM Technology Solutions, Inc.",2024-07-12,8-K,0001104659-24-079329,A,8k-text:merger:3;target:2;acquirer:2;nonmerger:1;via-primary
0001896212,Murphy Canyon Acquisition Corp.,2022-11-14,8-K,0001493152-22-032104,A,8k-text:merger:4;via-primary
0001896212,Murphy Canyon Acquisition Corp.,2023-05-11,8-K,0001493152-23-016403,A,8k-text:merger:4;via-primary
0001897245,Alset Capital Acquisition Corp.,2023-07-31,8-K,0001493152-23-026012,A,8k-text:merger:4;via-primary
0001897245,Alset Capital Acquisition Corp.,2025-11-14,8-K,0001493152-25-023208,A,8k-text:merger:3;via-primary
0001898474,"Signing Day Sports, Inc.",2025-05-28,8-K,0001213900-25-048022,A,8k-text:merger:1;target:2;acquirer:2;via-primary
0001898474,"Signing Day Sports, Inc.",2025-07-22,8-K,0001213900-25-066319,A,8k-text:merger:1;target:2;acquirer:2;via-primary
0001898474,"Signing Day Sports, Inc.",2025-11-12,8-K,0001213900-25-108477,A,8k-text:merger:1;via-primary
0001898474,"Signing Day Sports, Inc.",2025-12-22,8-K,0001213900-25-124545,A,8k-text:merger:1;via-primary
0001898496,"Getty Images Holdings, Inc.",2022-07-28,8-K,0001104659-22-083743,A,8k-text:merger:1;target:3;acquirer:1;defence:2;nonmerger:1;via-primary
0001900520,"Lomond Therapeutics Holdings, Inc.",2024-11-07,8-K,0001213900-24-095442,A,8k-text:text-truncated:master-txt-truncated
0001901799,Bitcoin Depot Inc.,2023-06-02,8-K,0001193125-23-159321,A,8k-text:merger:1;via-primary
0001907685,"Comera Life Sciences Holdings, Inc.",2022-05-25,8-K,0001193125-22-159833,A,8k-text:merger:2;target:3;acquirer:1;defence:1;nonmerger:2;via-primary
0001909152,Kalera Public Ltd Co,2022-07-05,8-K,0001628280-22-018407,A,8k-text:merger:1;target:3;acquirer:2;defence:2;nonmerger:1;via-primary
0001912582,Feutune Light Acquisition Corp,2024-03-20,8-K,0001213900-24-024171,A,8k-text:merger:3;via-primary
0001912582,Feutune Light Acquisition Corp,2024-04-05,8-K,0001213900-24-030739,A,8k-text:merger:3;via-primary
0001912582,Feutune Light Acquisition Corp,2024-06-13,8-K,0001213900-24-052216,A,8k-text:merger:4;via-primary
0001912582,Feutune Light Acquisition Corp,2024-06-27,8-K,0001213900-24-056731,A,8k-text:merger:3;via-primary
0001913577,Denali Capital Acquisition Corp.,2023-01-26,8-K,0001575872-23-000144,A,8k-text:merger:4;target:2;acquirer:2;via-primary
0001913577,Denali Capital Acquisition Corp.,2023-04-12,8-K,0001575872-23-000548,A,8k-text:merger:3;via-primary
0001913577,Denali Capital Acquisition Corp.,2023-08-28,8-K,0001213900-23-071031,A,8k-text:merger:3;via-primary
0001913577,Denali Capital Acquisition Corp.,2025-08-22,8-K,0001213900-25-079504,A,8k-text:merger:3;via-primary
0001913721,AGTB Private BDC,2023-01-05,8-K,0001913721-23-000006,A,8k-text:merger:3;via-primary
0001913724,AG Twin Brook Capital Income Fund,2023-01-05,8-K,0001913724-23-000006,A,8k-text:merger:3;via-primary
0001913724,AG Twin Brook Capital Income Fund,2023-05-19,8-K,0001913724-23-000054,A,8k-text:merger:3;via-primary
0001913724,AG Twin Brook Capital Income Fund,2023-07-28,8-K,0001913724-23-000080,A,8k-text:merger:3;via-primary
0001914023,Acri Capital Acquisition Corp,2024-02-20,8-K,0001213900-24-015067,A,8k-text:merger:1;via-primary
0001914023,Acri Capital Acquisition Corp,2024-06-03,8-K,0001213900-24-048923,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2024-04-24,8-K,0001104659-24-050956,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2025-07-03,8-K,0001104659-25-065825,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2026-03-17,8-K,0001104659-26-029569,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2026-04-17,8-K,0001104659-26-044911,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2026-05-15,8-K,0001104659-26-062449,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2026-06-02,8-K,0001104659-26-069483,A,8k-text:merger:1;via-primary
0001915328,Israel Acquisitions Corp,2026-06-17,8-K,0001104659-26-075149,A,8k-text:merger:1;via-primary
0001915380,"dMY Squared Technology Group, Inc.",2025-12-05,8-K,0001829126-25-009715,A,8k-text:merger:1;via-primary
0001915380,"dMY Squared Technology Group, Inc.",2026-03-09,8-K,0001829126-26-002043,A,8k-text:merger:1;via-primary
0001915380,"dMY Squared Technology Group, Inc.",2026-03-09,8-K,0001829126-26-002098,A,8k-text:merger:1;via-primary
0001915380,"dMY Squared Technology Group, Inc.",2026-03-20,8-K,0001829126-26-002579,A,8k-text:merger:1;target:2;acquirer:1;via-primary
0001915657,HF Sinclair Corp,2023-08-16,8-K,0001193125-23-214367,A,8k-text:merger:3;via-primary
0001918080,"Deep Isolation Nuclear, Inc.",2025-07-28,8-K,0001213900-25-068196,A,8k-text:merger:4;target:2;acquirer:2;defence:3;nonmerger:4;via-primary
0001919246,Chromocell Therapeutics Corp,2024-11-18,8-K,0001753926-24-001955,A,8k-text:merger:2;via-primary
0001920406,"Strive, Inc.",2025-05-07,8-K,0001213900-25-040419,A,8k-text:merger:3;via-primary
0001920406,"Strive, Inc.",2025-05-27,8-K,0001213900-25-047570,A,8k-text:merger:3;via-primary
0001920406,"Strive, Inc.",2025-08-28,8-K,0001213900-25-081779,A,8k-text:merger:3;via-primary
0001920406,"Strive, Inc.",2025-09-12,8-K,0001213900-25-087278,A,8k-text:merger:3;target:3;acquirer:1;defence:1;nonmerger:3;via-primary
0001920406,"Strive, Inc.",2025-12-09,8-K,0001140361-25-045044,A,8k-text:merger:1;via-primary
0001922858,"ECD Automotive Design, Inc.",2023-12-18,8-K,0001213900-23-096585,A,8k-text:merger:1;target:3;acquirer:3;defence:1;nonmerger:2;via-primary
0001922858,"ECD Automotive Design, Inc.",2025-05-15,8-K,0001213900-25-043751,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001928446,"Granite Ridge Resources, Inc.",2023-06-20,8-K,0001104659-23-072871,A,8k-text:merger:1;via-primary
0001929589,MariaDB plc,2022-12-22,8-K,0001193125-22-311179,A,8k-text:merger:2;target:2;acquirer:1;defence:1;via-primary
0001930021,New Horizon Aircraft Ltd.,2024-01-03,8-K,0001213900-24-000818,A,8k-text:merger:1;via-primary
0001930313,"Pono Capital Two, Inc.",2023-05-01,8-K,0001493152-23-014790,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-05-04,8-K,0001493152-23-015382,A,8k-text:merger:1;via-primary
0001930313,"Pono Capital Two, Inc.",2023-05-09,8-K,0001493152-23-015962,A,8k-text:merger:1;via-primary
0001930313,"Pono Capital Two, Inc.",2023-05-19,8-K,0001493152-23-018332,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-06-02,8-K,0001493152-23-019965,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-06-16,8-K,0001493152-23-021671,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-06-22,8-K,0001493152-23-022132,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-09-11,8-K,0001493152-23-032156,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-10-26,8-K,0001493152-23-038430,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2023-12-29,8-K,0001493152-23-046431,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2024-03-01,8-K,0001493152-24-008595,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2024-04-23,8-K,0001493152-24-015696,A,8k-text:merger:3;via-primary
0001930313,"Pono Capital Two, Inc.",2024-08-12,8-K,0001493152-24-031176,A,8k-text:merger:1;via-primary
0001930679,KKR FS Income Trust,2026-03-19,8-K,0001104659-26-032051,A,8k-text:text-truncated:primary-truncated
0001937891,AMC Robotics Corp,2024-03-25,8-K,0001493152-24-011036,A,8k-text:merger:1;via-primary
0001937891,AMC Robotics Corp,2025-07-01,8-K,0001641172-25-017369,A,8k-text:merger:1;via-primary
0001937891,AMC Robotics Corp,2025-09-29,8-K,0001493152-25-015833,A,8k-text:merger:1;via-primary
0001938569,Palomino Laboratories Inc.,2025-10-06,8-K,0001493152-25-016939,A,8k-text:merger:3;target:3;acquirer:1;defence:3;nonmerger:3;via-primary
0001938571,"ADAPTIN BIO, INC.",2025-02-18,8-K,0001213900-25-014630,A,8k-text:merger:3;target:2;acquirer:2;defence:3;nonmerger:5;via-primary
0001943802,"First Seacoast Bancorp, Inc.",2026-05-05,8-K,0001193125-26-206551,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2024-09-27,8-K,0001929980-24-000446,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2024-10-25,8-K,0001929980-24-000492,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2024-11-27,8-K,0001929980-24-000614,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2024-12-30,8-K,0001929980-24-000685,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-01-30,8-K,0001929980-25-000049,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-02-28,8-K,0001929980-25-000102,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-03-28,8-K,0001929980-25-000178,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-04-28,8-K,0001929980-25-000308,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-05-29,8-K,0001929980-25-000474,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-06-30,8-K,0001929980-25-000517,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-07-29,8-K,0001929980-25-000560,A,8k-text:merger:3;via-primary
0001946021,Horizon Space Acquisition I Corp.,2025-08-27,8-K,0001929980-25-000632,A,8k-text:merger:3;via-primary
0001947861,Nature's Miracle Holding Inc.,2024-04-22,8-K,0001213900-24-034902,A,8k-text:merger:3;via-primary
0001947861,Nature's Miracle Holding Inc.,2024-05-16,8-K,0001213900-24-043985,A,8k-text:merger:3;via-primary
0001947861,Nature's Miracle Holding Inc.,2024-05-20,8-K,0001213900-24-045180,A,8k-text:merger:3;via-primary
0001948864,HEALTHY CHOICE WELLNESS CORP.,2026-05-29,8-K,0001493152-26-026419,A,8k-text:merger:3;via-primary
0001949543,Sitio Royalties Corp.,2025-08-19,8-K,0001193125-25-183045,A,8k-text:merger:3;target:4;acquirer:1;nonmerger:4;via-primary
0001956955,"Unusual Machines, Inc.",2024-04-23,8-K,0001683168-24-002614,A,8k-text:merger:3;via-primary
0001956955,"Unusual Machines, Inc.",2025-02-04,8-K,0001683168-25-000690,A,8k-text:merger:2;via-primary
0001963088,"AtlasClear Holdings, Inc.",2024-02-15,8-K,0001104659-24-024588,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001964979,"ALLURION TECHNOLOGIES, INC.",2023-08-07,8-K,0001193125-23-205104,A,8k-text:merger:2;target:3;acquirer:1;defence:1;nonmerger:4;via-primary
0001968487,"Worthington Steel, Inc.",2026-06-03,8-K,0001193125-26-254547,A,8k-text:merger:1;via-primary
0001970509,Haymaker Acquisition Corp. 4,2026-03-24,8-K,0001104659-26-033912,A,8k-text:merger:1;via-primary
0001970509,Haymaker Acquisition Corp. 4,2026-04-01,8-K,0001104659-26-038123,A,8k-text:merger:1;via-primary
0001970509,Haymaker Acquisition Corp. 4,2026-04-07,8-K,0001104659-26-040193,A,8k-text:merger:1;via-primary
